Merlot Wine Data,,,,,,,,,,,,,,,,,,,,,,,,
Winery,,,Tinhorn,Tinhorn,Tinhorn,Quails Gate,Quails Gate,Quails Gate,Sandhill,Sandhill,Sandhill,Nk'Mip,Nk'Mip,Nk'Mip,Inniskilin,Inniskilin,Inniskilin,Cedar Creek,Cedar Creek,Cedar Creek,Arrowleaf,Arrowleaf,Arrowleaf,
Vintage Year,,,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,
Alcohol Content,,,13.70%,13.70%,13.70%,14.50%,14.50%,14.50%,14.50%,14.50%,14.50%,14.20%,14.20%,14.20%,14%,14%,14%,13.90%,13.90%,13.90%,14.80%,14.80%,14.80%,
Bottle Depth,,,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,
Feature ID,Retention Time,m/z,TH_T_50,TH_M_50,TH_B_50,QG_T_50,QG_M_50,QG_B_50,SH_T_50,SH_M_50,SH_B_50,NK_T_50,NK_M_50,NK_B_50,INN_T_50,INN_M_50,INN_B_50,CC_T_50,CC_M_50,CC_B_50,AL_T_50,AL_M_50,AL_B_50,
11.6463_443.3238,11.6463,443.3238,0,0,0,0,0,0,0,0,0,0,0,0,0.0446,0.0753,0,0,0,0,0,0,0,
11.6467_458.3334,11.6467,458.3334,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761,0.153,0,
11.6523_136.1089,11.6523,136.1089,0,0,0,0,0,0,0,0,0,0,0,0.1293,0,0,0,0,0,0,0,0,0.0867,
11.6525_866.648,11.6525,866.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.6588_842.7214,11.6588,842.7214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.6611_757.4462,11.6611,757.4462,0,0,0,0.0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.668_171.147,11.668,171.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425,0,0,0,
11.6692_185.0891,11.6692,185.0891,0,0,0,0,0,0,0.1054,0,0,0,0,0,0,0,0.1727,0,0,0,0.0744,0.2327,0,
11.6704_949.7151,11.6704,949.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.6711_178.9969,11.6711,178.9969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.6714_647.927,11.6714,647.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148,0,0,
11.6723_923.7272,11.6723,923.7272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753,0,0,
11.6729_536.3238,11.6729,536.3238,0,0,0,0,0,0,0,0,0.019,0.0423,0,0,0.0347,0,0,0,0,0,0,0,0,
11.6731_362.919,11.6731,362.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.6744_576.4615,11.6744,576.4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613,0,0,
11.6773_593.2776,11.6773,593.2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.679_844.6819,11.679,844.6819,0,0,0,0,0.0731,0,0,0,0,0,0,0,0,0,0.0532,0,0,0,0,0.0146,0,
11.6831_730.5729,11.6831,730.5729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.6856_141.1027,11.6856,141.1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.6879_872.7878,11.6879,872.7878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.6883_992.7402,11.6883,992.7402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.6884_186.0075,11.6884,186.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895,0,0.1479,0,0,0,
11.6972_562.8658,11.6972,562.8658,0,0,0,0.0411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448,0,0,
11.6983_273.1303,11.6983,273.1303,0,0,0,0,0,0,0,0,0,0.2235,0,0,0.051,0,0,0.0623,0,0,0,0,0,
11.7049_503.4131,11.7049,503.4131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.705_116.0698,11.705,116.0698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.7104_612.3454,11.7104,612.3454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171,0.0133,0,0,0,0,0,0,
11.7133_322.143,11.7133,322.143,0,0,0,0,0,0.0358,0,0,0,0,0,0,0,0,0,0.0301,0,0,0,0,0.0378,
11.7151_518.3326,11.7151,518.3326,0,0,0,0,0,0,0,0,0,0.0184,0,0,0,0,0,0,0,0,0,0,0,
11.7176_939.4396,11.7176,939.4396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.7209_755.3717,11.7209,755.3717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.7253_945.5761,11.7253,945.5761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.7285_782.5602,11.7285,782.5602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.7288_951.6049,11.7288,951.6049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.7301_211.1283,11.7301,211.1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.7331_892.4317,11.7331,892.4317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.7341_503.3619,11.7341,503.3619,0,0,0,0,0,0,0,0,0.0194,0.0316,0,0,0,0,0,0,0,0.0227,0.1113,0,0,
11.7448_581.3917,11.7448,581.3917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.7516_831.6062,11.7516,831.6062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.7682_676.166,11.7682,676.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.7692_867.514,11.7692,867.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.7762_763.2798,11.7762,763.2798,0.0252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.7988_714.4882,11.7988,714.4882,0,0,0,0,0,0,0,0,0,0.0163,0,0,0,0.0142,0,0,0,0,0,0,0,
11.8063_558.425,11.8063,558.425,0,0,0,0.0298,0,0,0.0389,0,0,0,0,0,0.0275,0,0,0,0,0,0,0,0,
11.8088_794.5691,11.8088,794.5691,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0.0166,0,0,0,0,
11.815_848.7326,11.815,848.7326,0,0,0,0,0,0,0,0,0.014,0.0483,0,0,0,0,0,0,0,0,0.0439,0,0,
11.8161_846.7253,11.8161,846.7253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.8173_472.2635,11.8173,472.2635,0.0282,0,0,0,0,0,0,0.0458,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.8174_935.4914,11.8174,935.4914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136,0,0,0,0,
11.8222_737.5639,11.8222,737.5639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148,
11.8241_799.5281,11.8241,799.5281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.8255_628.3891,11.8255,628.3891,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.8337_891.7294,11.8337,891.7294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.8348_100.0759,11.8348,100.0759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,0,0,
11.8351_247.9031,11.8351,247.9031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.8434_335.9618,11.8434,335.9618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165,0,0,0,
11.8438_514.1236,11.8438,514.1236,0,0,0,0,0.0454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.8444_527.8398,11.8444,527.8398,0.0244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.8514_205.0189,11.8514,205.0189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.8534_432.9848,11.8534,432.9848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.8557_893.6788,11.8557,893.6788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.8573_763.5649,11.8573,763.5649,0,0,0,0.0589,0,0,0.045,0,0,0,0,0,0,0,0,0,0.0172,0,0,0,0,
11.8594_127.0385,11.8594,127.0385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367,0,0,0,
11.8596_916.6304,11.8596,916.6304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.8599_569.3808,11.8599,569.3808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.8617_381.0669,11.8617,381.0669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.8657_979.6216,11.8657,979.6216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185,0,0,0,0,0,
11.8711_857.4673,11.8711,857.4673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.8777_317.1417,11.8777,317.1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.8809_540.4746,11.8809,540.4746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.8826_238.0741,11.8826,238.0741,0,0,0,0,0,0,0,0,0,0,0,0.0722,0,0,0.0585,0.0347,0,0,0,0,0,
11.8894_349.2107,11.8894,349.2107,0.021,0,0.046,0,0,0,0,0,0,0,0,0,0,0.0351,0,0,0,0,0,0,0,
11.8896_355.9377,11.8896,355.9377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.8911_667.1715,11.8911,667.1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2525,0,0.0376,0,
11.8954_745.5666,11.8954,745.5666,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,
11.8988_679.4894,11.8988,679.4894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1372,0,0,0,0,0,0,
11.8988_155.0398,11.8988,155.0398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521,0,0,0,0.0272,0,0,
11.9007_782.1901,11.9007,782.1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.9025_615.445,11.9025,615.445,0,0,0,0,0,0,0,0.0212,0,0,0,0,0,0.0214,0.0296,0,0,0,0,0,0,
11.9043_121.0756,11.9043,121.0756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521,0,0,0,0.0146,0,0,0,
11.9049_144.0697,11.9049,144.0697,0,0.2183,0,0,0,0,0,0,0.1621,0,0,0,0,0,0,0,0,0.0921,0,0,0.0335,
11.9093_405.2597,11.9093,405.2597,0,0,0,0,0,0.0229,0,0,0,0,0,0,0,0.0254,0,0,0,0,0,0,0,
11.9273_323.2982,11.9273,323.2982,0,0,0,0,0,0,0,0,0.0529,0.1007,0,0,0,0,0,0,0,0.0752,0,0,0,
11.9281_138.0649,11.9281,138.0649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1668,0,0,
11.9317_626.4339,11.9317,626.4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.9321_380.3343,11.9321,380.3343,0,0,0,0,0,0,0.0534,0,0,0.0318,0,0,0,0.0946,0,0.0515,0,0,0,0,0,
11.9375_789.6013,11.9375,789.6013,0,0,0,0,0,0,0,0,0,0,0,0.0169,0,0,0.0163,0.0375,0,0,0,0,0,
11.9404_996.6632,11.9404,996.6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.9406_161.0784,11.9406,161.0784,0,0,0,0.0581,0,0,0,0,0,0,0,0,0,0,0.0169,0,0,0,0,0,0,
11.9424_348.2268,11.9424,348.2268,0,0,0,0,0,0,0,0,0,0,0,0,0.0395,0,0.0143,0,0,0,0,0,0,
11.9451_414.3206,11.9451,414.3206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385,0,0,0.0579,0,
11.964_874.5303,11.964,874.5303,0.0204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.9667_948.6382,11.9667,948.6382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.9671_835.6462,11.9671,835.6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.986_332.2112,11.986,332.2112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.9978_760.5754,11.9978,760.5754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311,0,0.0207,0,0,0,
12.0095_960.6054,12.0095,960.6054,0,0,0.0262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.0221_592.5078,12.0221,592.5078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.0233_415.1796,12.0233,415.1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.0248_913.4986,12.0248,913.4986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.0353_504.823,12.0353,504.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.0371_110.071,12.0371,110.071,0,0,0,0,0,0,0,0,0.0687,0,0,0,0,0,0,0,0,0,0,0,0,
12.0411_480.2231,12.0411,480.2231,0,0,0,0,0,0.0292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.0416_854.5015,12.0416,854.5015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.0423_851.6862,12.0423,851.6862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248,0,
12.0499_963.592,12.0499,963.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169,0,0,0,0,0,0,0,
12.0502_141.087,12.0502,141.087,0,0.0503,0,0,0.0604,0,0,0,0,0,0,0,0.0213,0.0566,0,0,0,0,0,0,0,
12.0502_975.4728,12.0502,975.4728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.0521_207.019,12.0521,207.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262,
12.0534_756.3694,12.0534,756.3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.0568_902.5795,12.0568,902.5795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425,0.0179,0,0,
12.058_917.7396,12.058,917.7396,0,0,0,0,0,0,0,0,0,0.0162,0,0,0,0,0,0,0,0,0,0,0,
12.0585_231.0509,12.0585,231.0509,0,0,0,0.0134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144,0,0,0,
12.0649_375.2402,12.0649,375.2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282,0,0,0,0,0,
12.0676_247.8872,12.0676,247.8872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.0689_891.4232,12.0689,891.4232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.0692_976.7223,12.0692,976.7223,0,0,0,0,0,0,0.0243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.0701_682.6102,12.0701,682.6102,0,0,0,0,0,0,0,0,0,0,0.0453,0,0,0,0,0,0.0516,0,0,0,0,
12.071_855.4855,12.071,855.4855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.0712_396.0696,12.0712,396.0696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.0717_866.6573,12.0717,866.6573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417,0,0,0,0,0,0,
12.0759_109.0762,12.0759,109.0762,0,0,0,0,0,0.3048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.078_899.5672,12.078,899.5672,0,0,0,0,0,0,0,0,0.0368,0,0,0,0,0,0,0,0,0,0,0,0,
12.0825_178.9991,12.0825,178.9991,0,0,0,0,0.0151,0,0.0121,0,0,0.0253,0,0,0,0,0,0,0,0,0,0,0,
12.0825_886.4479,12.0825,886.4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.083_931.774,12.083,931.774,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,
12.0857_794.5302,12.0857,794.5302,0,0,0,0,0,0,0,0,0,0.0229,0,0,0,0,0,0,0.023,0,0,0,0,
12.0869_127.0855,12.0869,127.0855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.0923_185.0328,12.0923,185.0328,0,0,0,0,0,0,0.0233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.098_220.0195,12.098,220.0195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152,0,0,0,0,
12.1014_253.0436,12.1014,253.0436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.1042_549.4012,12.1042,549.4012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298,0,0,0,0,0,0,0,
12.1055_714.4861,12.1055,714.4861,0,0,0.0141,0,0,0,0,0,0,0,0,0,0.0198,0,0.0143,0,0,0,0,0,0,
12.1067_995.548,12.1067,995.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.1069_592.1087,12.1069,592.1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.1199_782.564,12.1199,782.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309,0,
12.1211_895.6698,12.1211,895.6698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.1285_832.6288,12.1285,832.6288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.1287_713.0406,12.1287,713.0406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114,0,0,0,
12.1409_916.516,12.1409,916.516,0,0,0,0.0288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.1416_723.5373,12.1416,723.5373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137,0,0,0,0,0,
12.1436_623.9438,12.1436,623.9438,0,0.0485,0,0,0,0,0,0,0,0,0.0575,0,0,0,0,0,0,0,0,0,0,
12.1532_244.2102,12.1532,244.2102,0,0,0.0218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288,
12.1536_706.4721,12.1536,706.4721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.1585_530.8609,12.1585,530.8609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.1659_574.4584,12.1659,574.4584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.1876_706.1226,12.1876,706.1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568,0,0,0,
12.2265_606.4249,12.2265,606.4249,0,0,0.0331,0,0,0,0,0,0.0304,0,0,0,0,0,0,0,0,0,0,0,0,
12.2294_518.8614,12.2294,518.8614,0,0.0361,0,0,0,0,0,0,0,0,0,0,0,0.0142,0,0,0,0,0,0,0,
12.2295_278.1811,12.2295,278.1811,0.1256,0,0.0447,0.4794,0.0903,0,0,0,0,0,0,0.1554,0,0,0,0.1418,0,0,0.12,0.0947,0,
12.2381_584.4274,12.2381,584.4274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.243_163.0601,12.243,163.0601,0,0,0,0.0232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.2445_977.6431,12.2445,977.6431,0,0,0,0,0,0,0,0,0,0.0146,0,0,0,0,0,0,0,0,0,0,0,
12.2482_652.5652,12.2482,652.5652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149,0,0,
12.2498_934.6231,12.2498,934.6231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.2562_802.6421,12.2562,802.6421,0.0306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.2649_496.8252,12.2649,496.8252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.2661_363.2498,12.2661,363.2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452,0,
12.2664_848.5319,12.2664,848.5319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156,0,0,0,0,
12.2666_557.2867,12.2666,557.2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.2776_823.4725,12.2776,823.4725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242,0,0,0,
12.2784_567.4093,12.2784,567.4093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.2784_573.9299,12.2784,573.9299,0,0,0,0,0,0,0,0,0,0,0,0.0151,0,0,0,0,0,0,0,0,0,
12.2795_329.3224,12.2795,329.3224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175,0,0,0,0,0,
12.2809_757.0641,12.2809,757.0641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.2845_721.4616,12.2845,721.4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302,0,0,0,0,0,0,
12.2914_992.694,12.2914,992.694,0,0,0,0,0.0147,0,0,0,0,0,0,0,0,0.0374,0,0,0,0,0.0149,0,0,
12.2918_713.4374,12.2918,713.4374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139,0,0,0,0,0,
12.2919_335.2123,12.2919,335.2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318,0,0,0,0,0,0,0,
12.2948_631.5566,12.2948,631.5566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.2965_826.6636,12.2965,826.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167,0,0,0,0,
12.3004_165.1132,12.3004,165.1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2025,0,0,0,0,0,0,0,
12.3015_244.2187,12.3015,244.2187,0,0,0.0166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.3066_461.2544,12.3066,461.2544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.3088_856.1932,12.3088,856.1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.3159_717.5362,12.3159,717.5362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246,0,0,0.0205,0,0,0,
12.3167_989.611,12.3167,989.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.3167_236.1682,12.3167,236.1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.3193_592.3481,12.3193,592.3481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.3199_993.7284,12.3199,993.7284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0,0,0,0,0,0,
12.3214_540.4119,12.3214,540.4119,0,0,0,0,0,0,0,0.0137,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.3229_467.3241,12.3229,467.3241,0,0,0,0,0,0,0,0,0,0,0.0442,0,0,0.0169,0,0,0,0,0,0,0,
12.3231_551.4152,12.3231,551.4152,0,0,0,0,0,0,0,0,0,0,0,0.0267,0,0,0,0,0,0,0,0,0,
12.3248_743.5152,12.3248,743.5152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.3253_492.2915,12.3253,492.2915,0,0,0,0.0391,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,
12.3255_893.616,12.3255,893.616,0,0,0,0,0,0,0,0,0,0,0,0.0189,0,0,0,0,0,0,0,0,0,
12.3261_342.103,12.3261,342.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.3265_699.52,12.3265,699.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158,0,0,0,0,0,0,0,
12.3282_742.5276,12.3282,742.5276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.3307_657.5157,12.3307,657.5157,0,0,0,0,0,0,0,0,0,0,0,0.0222,0,0,0,0,0,0,0,0,0,
12.3325_100.1116,12.3325,100.1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378,0,
12.3332_321.2213,12.3332,321.2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.3338_906.7618,12.3338,906.7618,0,0,0,0.0142,0,0,0,0,0,0,0,0,0,0,0,0,0.0151,0,0,0,0.0191,
12.3364_328.9768,12.3364,328.9768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.3381_854.5314,12.3381,854.5314,0,0,0.0215,0.015,0,0,0,0,0,0,0,0,0.0215,0,0,0,0,0,0,0,0.0227,
12.339_196.0167,12.339,196.0167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.3411_663.0795,12.3411,663.0795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.342_317.1476,12.342,317.1476,0,0,0.0468,0,0,0,0.0492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.3494_223.0186,12.3494,223.0186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.3497_944.4602,12.3497,944.4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12.3503_309.2135,12.3503,309.2135,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,
12.3517_761.6073,12.3517,761.6073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377,0,0,0,0,0,0,
12.3563_397.3664,12.3563,397.3664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219,
