Merlot Wine Data,,,,,,,,,,,,,,,,,,,,,,,,
Winery,,,Tinhorn,Tinhorn,Tinhorn,Quails Gate,Quails Gate,Quails Gate,Sandhill,Sandhill,Sandhill,Nk'Mip,Nk'Mip,Nk'Mip,Inniskilin,Inniskilin,Inniskilin,Cedar Creek,Cedar Creek,Cedar Creek,Arrowleaf,Arrowleaf,Arrowleaf,
Vintage Year,,,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,
Alcohol Content,,,13.70%,13.70%,13.70%,14.50%,14.50%,14.50%,14.50%,14.50%,14.50%,14.20%,14.20%,14.20%,14%,14%,14%,13.90%,13.90%,13.90%,14.80%,14.80%,14.80%,
Bottle Depth,,,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,
Feature ID,Retention Time,m/z,TH_T_50,TH_M_50,TH_B_50,QG_T_50,QG_M_50,QG_B_50,SH_T_50,SH_M_50,SH_B_50,NK_T_50,NK_M_50,NK_B_50,INN_T_50,INN_M_50,INN_B_50,CC_T_50,CC_M_50,CC_B_50,AL_T_50,AL_M_50,AL_B_50,
1.7462_490.1234,1.7462,490.1234,0,0,0,0,0,0,0,0,0.0174,0,0,0,0,0,0.0281,0,0,0,0,0,0,
1.7462_797.3296,1.7462,797.3296,0,0,0,0,0,0.0215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7462_740.3343,1.7462,740.3343,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0.0215,
1.7463_565.9925,1.7463,565.9925,0,0,0,0,0,0,0,0.0352,0,0,0,0,0,0,0,0.0196,0,0,0,0,0,
1.7465_684.3432,1.7465,684.3432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7466_688.1371,1.7466,688.1371,0,0,0.3879,0,0.6056,0.5847,0.0408,0.1393,0.1383,0,0.1692,0,0.1737,0,0.3572,0.1628,0.3863,0,0.1381,0,0,
1.7466_622.1668,1.7466,622.1668,0,0.0461,0,0,0,0,0.0593,0,0,0,0,0.0653,0,0,0,0,0,0.0451,0,0,0,
1.7468_761.1683,1.7468,761.1683,0,0,0.0454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1006,0,0,
1.7469_663.3632,1.7469,663.3632,0.024,0.0677,0,0,0,0,0,0,0,0,0,0.0318,0,0.0319,0,0,0,0,0,0,0.0549,
1.747_924.3631,1.747,924.3631,0,0.1474,0,0.0545,0,0.0774,0,0,0,0.0315,0,0.0221,0,0,0,0,0,0,0,0,0,
1.7471_325.1386,1.7471,325.1386,0,0.1235,0.0422,0,0.0798,0,0,0,0,0,0,0.0531,0,0,0.0842,0,0.093,0,0,0,0.0465,
1.7471_739.3306,1.7471,739.3306,0,0.0389,0,0,0,0,0,0,0,0,0,0,0.0388,0,0,0.045,0,0,0,0,0,
1.7472_712.1313,1.7472,712.1313,0.0669,0,0,0,0,0,0,0,0,0,0,0.0185,0,0,0,0,0,0,0,0,0,
1.7473_497.6698,1.7473,497.6698,0,0,0.0288,0,0,0,0,0,0,0.0164,0,0,0.0379,0.0261,0,0,0,0,0,0,0,
1.7474_479.2801,1.7474,479.2801,0,0,0,0,0,0.0584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7475_107.663,1.7475,107.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441,0.0667,0,0,0,0,0,0,
1.7475_863.9753,1.7475,863.9753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281,0,0,0.016,0,0,0,
1.7475_653.3359,1.7475,653.3359,0,0,0,0,0,0,0,0,0,0,0.0267,0,0,0,0,0,0,0,0,0,0,
1.7478_876.7098,1.7478,876.7098,0,0,0,0,0,0,0,0,0,0.0387,0,0,0,0,0,0,0,0,0,0,0,
1.7478_889.1592,1.7478,889.1592,0.0701,0,0,0,0.0373,0,0.0489,0,0,0.0477,0,0,0.0529,0.0707,0,0.0484,0.0432,0.0477,0,0,0,
1.748_292.0894,1.748,292.0894,0,0,0,0,0,0,0,0,0.5683,0,0,0.3822,0,0,0,0.6862,0,0.3683,0,0,0,
1.748_472.3108,1.748,472.3108,0,0,0.0174,0,0,0,0,0.1264,0,0.1193,0,0,0,0.1295,0,0,0.0801,0,0,0,0,
1.748_259.1794,1.748,259.1794,0.1043,0.1439,0.1702,0.1005,0.0859,0.1523,0,0.122,0,0,0.0547,0.1564,0.1002,0.0914,0.0946,0,0.1382,0,0,0,0.1266,
1.7481_748.2181,1.7481,748.2181,0,0,0.3061,0,0,0,0,0,0,0,0,0,0,0,0,0.0584,0,0,0,0,0,
1.7481_607.154,1.7481,607.154,0.3421,0.42,0.1904,0.5013,0.1525,0,0.2592,0.1055,0.3048,0.0909,0.3199,0.4526,0.1381,0.1124,0.076,0.2107,0.3757,0.3571,0.1374,0,0.3182,
1.7482_339.8852,1.7482,339.8852,0,0,0,0,0.0482,0,0,0.0193,0,0,0,0.0147,0,0,0,0,0,0,0.0221,0,0,
1.7483_667.3627,1.7483,667.3627,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123,0,0.0188,0,0,0,0,
1.7483_439.4342,1.7483,439.4342,0,0,0,0.0175,0,0,0,0.0371,0,0,0.0159,0.0434,0,0.0214,0,0,0,0,0,0,0,
1.7484_735.3325,1.7484,735.3325,0,0,0.0195,0,0,0,0.0366,0,0,0,0,0,0,0.0401,0,0,0,0,0,0,0,
1.7488_458.2972,1.7488,458.2972,0.0694,0,0,0,0.0153,0,0.208,0,0,0,0.174,0.0574,0,0,0,0.0876,0.1914,0,0,0.0664,0,
1.7494_420.2613,1.7494,420.2613,0,0,0.0417,0,0.1351,0,0.0662,0.0754,0.0568,0.1036,0,0.0797,0.1439,0.0835,0.0527,0.1201,0.0958,0,0.11,0.209,0.1175,
1.7496_492.1307,1.7496,492.1307,0.0566,0,0,0,0,0.0918,0,0,0,0.1934,0,0.1943,0.2228,0.2169,0.1456,0,0.1379,0,0,0.2836,0,
1.7498_487.1928,1.7498,487.1928,0.3289,0.3505,0.3168,0.4825,0.458,0.3432,0.5184,0.61,0.3796,0.5884,0.3256,0.3236,0.5314,0.4235,0.4471,0.8307,0.7228,0.7041,0.3949,0.307,0.3806,
1.7499_727.2878,1.7499,727.2878,0.0731,0,0,0,0.0635,0,0.0983,0.0884,0.0633,0.0772,0,0.0631,0.0667,0.0937,0.0452,0.0586,0.0895,0.0197,0.1695,0.0553,0.0704,
1.7501_840.2231,1.7501,840.2231,0,0,0,0,0.0575,0,0,0.014,0,0,0,0,0,0,0,0.0449,0,0,0,0,0,
1.7502_354.6231,1.7502,354.6231,0,0.0403,0,0,0,0.0597,0.0489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7507_744.6597,1.7507,744.6597,0,0,0,0,0,0.0165,0,0,0,0,0,0.0201,0,0,0,0.026,0,0,0,0,0,
1.7509_566.5755,1.7509,566.5755,0,0,0,0,0.0197,0.0218,0,0,0,0,0,0,0,0,0,0.0152,0,0,0,0,0,
1.7511_432.1648,1.7511,432.1648,1.2024,1.5802,1.6055,1.1759,1.078,1.2553,0.4449,0.4106,0.4016,1.3062,0.9938,1.5738,0.8771,0.8253,0.8548,0.9991,0.8702,0.8933,0.3701,0.0686,0.2672,
1.7522_706.4893,1.7522,706.4893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7522_468.0576,1.7522,468.0576,0.0947,0,0.1194,0.1472,0.249,0.1058,0.1611,0.1371,0.1568,0.1849,0.2183,0.0802,0.177,0.0848,0.2779,0.2958,0.4509,0.0998,0.3869,0.3368,0.2428,
1.7523_813.2935,1.7523,813.2935,0,0,0,0,0,0,0,0,0.0232,0.0236,0,0,0,0,0,0,0,0,0,0.0379,0,
1.7524_353.1533,1.7524,353.1533,0.0541,0,0,0,0.042,0.0284,0,0,0,0,0,0.0304,0.0585,0,0.0631,0.0491,0.0437,0,0,0.0914,0.0241,
1.7526_791.141,1.7526,791.141,0.8524,2.157,1.9217,1.5194,1.9798,2.4047,1.4202,1.3974,1.26,1.4748,1.2784,1.3791,1.713,1.0395,1.6774,0.9251,0.7926,1.4058,0.5734,0.202,0.7051,
1.7526_671.0927,1.7526,671.0927,0,0,0.0657,0,0,0,0,0,0.0461,0,0,0,0,0.028,0.0589,0.0624,0.0131,0,0,0,0,
1.7526_512.1515,1.7526,512.1515,0.268,0.2261,0.2674,0,0.129,0.1289,0.3817,0.4398,0.4952,0.3146,0.4239,0.4688,0.6622,0.6558,0.5734,0.1876,0.3724,0,0.5984,0.0661,0.5097,
1.7527_515.0701,1.7527,515.0701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.753_680.0844,1.753,680.0844,0,0,0.1186,0,0,0,0,0,0,0.0409,0.0183,0,0,0,0,0,0,0,0,0,0,
1.7532_886.1451,1.7532,886.1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203,0,0,0,0,0,0,0,
1.7533_567.3433,1.7533,567.3433,0,0,0,0,0,0,0.0322,0.0117,0,0,0,0,0,0,0,0,0.0296,0,0,0.0134,0.031,
1.7536_572.1203,1.7536,572.1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7539_475.2831,1.7539,475.2831,0,0.0602,0,0,0,0,0,0,0.0805,0.0212,0.0904,0.0698,0,0,0.0529,0,0,0,0,0,0.1136,
1.7539_715.1207,1.7539,715.1207,0.0867,0.1456,0.0598,0,0.0616,0,0.0424,0.0466,0.0507,0,0,0,0.1122,0,0.0938,0,0,0.0682,0.174,0.0674,0,
1.7545_125.2452,1.7545,125.2452,0,0,0.0774,0.0704,0.0543,0,0,0,0,0.0658,0,0,0.058,0.0631,0.0437,0,0.0521,0,0,0,0,
1.7545_125.5049,1.7545,125.5049,0,0,0.151,0,0,0,0,0,0,0,0.0469,0,0,0,0,0,0,0,0,0.0693,0,
1.7549_477.8889,1.7549,477.8889,0,0,0,0,0.0161,0,0,0,0,0.0133,0,0,0,0,0,0.0363,0,0,0,0,0,
1.7549_915.2946,1.7549,915.2946,0,0,0,0,0,0,0,0,0.0568,0,0,0,0,0,0,0,0,0,0,0,0,
1.755_830.077,1.755,830.077,0.0399,0,0,0,0.0182,0,0,0,0,0,0,0,0,0,0.0408,0,0,0,0,0,0,
1.755_985.2479,1.755,985.2479,0.12,0.1055,0.1143,0.1121,0.0844,0,0.4768,0.2654,0.4131,0.1694,0.209,0.272,0.2145,0.1518,0,0.1674,0.1847,0.1967,0.401,0.5696,0.4391,
1.755_805.4148,1.755,805.4148,0,0,0,0,0.0528,0.0415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1159,
1.7551_756.3145,1.7551,756.3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249,0,0,0,0.0252,0,
1.7553_418.141,1.7553,418.141,0,0.2887,0,0.3636,0,0,0,0,0,0,0.1977,0,0,0,0.6528,0,0,0,0,0,0,
1.7559_402.6313,1.7559,402.6313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136,0,0,0,0,0,0,0,
1.756_168.0599,1.756,168.0599,0.0949,0.2591,0.244,0.1874,0.205,0.1564,0.1816,0.117,0,0.1718,0.1381,0.1618,0.087,0.0582,0.0819,0.3199,0.3484,0.3482,0.1717,0.0957,0.1629,
1.7562_838.3267,1.7562,838.3267,0,0,0,0,0.0304,0,0.069,0,0,0,0,0,0,0,0,0,0.0303,0,0,0.0873,0.0351,
1.7562_484.1363,1.7562,484.1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7569_735.3773,1.7569,735.3773,0,0,0,0,0,0,0,0,0,0,0,0.0328,0,0,0,0,0,0,0,0,0,
1.7569_404.1823,1.7569,404.1823,0,0,0,0,0,0.1034,0,0,0.1183,0.2776,0.343,0,0,0,0,0,0,0,0.6775,0.7738,0.4905,
1.7578_900.5728,1.7578,900.5728,0,0,0,0,0,0,0,0,0.0493,0,0,0,0.0149,0,0,0,0,0.0167,0,0,0,
1.7578_285.1285,1.7578,285.1285,0,0,0,0.0165,0,0,0,0,0,0,0.0185,0,0.0466,0.0266,0.0688,0,0,0.0339,0,0,0,
1.7582_162.5587,1.7582,162.5587,0,0,0,0,0,0,0,0,0,0.0264,0,0,0,0,0,0,0,0,0,0,0,
1.7587_831.0614,1.7587,831.0614,0,0.0518,0,0,0,0,0,0,0,0,0,0,0,0,0.0546,0,0,0,0,0,0,
1.7588_127.0389,1.7588,127.0389,0.8542,1.058,0.9018,1.3712,1.1295,1.5575,0.9579,0.9171,0.7507,1.2967,0.8297,1.0322,1.0391,0.7233,0.8597,1.058,1.0877,0.9865,0.5899,0.4493,0.6137,
1.7596_514.0961,1.7596,514.0961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7597_939.1535,1.7597,939.1535,0,0,0.0597,0,0,0,0,0,0,0,0,0,0,0.0554,0,0,0,0,0,0,0,
1.76_467.703,1.76,467.703,0,0.1253,0.036,0,0.115,0.1104,0.0841,0.0947,0.1064,0.1504,0,0.1078,0.1069,0.1185,0.0871,0.0997,0.1242,0.1043,0.0353,0.0817,0.1451,
1.7604_929.2754,1.7604,929.2754,0.0432,0.0187,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.0521,0,0,0,0,0.0543,
1.7609_596.3254,1.7609,596.3254,0,0,0,0,0,0.0273,0,0,0.0284,0.0449,0,0,0,0,0,0,0.0576,0,0.0479,0,0,
1.761_928.2089,1.761,928.2089,0,0,0,0,0,0,0,0,0,0,0,0,0.0829,0,0,0,0.0228,0,0,0,0,
1.761_505.2258,1.761,505.2258,0,0,0,0,0.0853,0,0,0.0147,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7613_554.1539,1.7613,554.1539,0,0.2036,0,0,0.2625,0,0,0.0673,0,0,0.118,0,0.0924,0,0,0.1445,0,0,0,0,0,
1.7613_306.5804,1.7613,306.5804,0,0.039,0,0.0383,0.0302,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,
1.7618_142.0664,1.7618,142.0664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7619_819.3839,1.7619,819.3839,0.1704,0,0.232,0.0957,0.0523,0.1953,0.1265,0.0744,0.1489,0.1155,0.1232,0.0532,0.2086,0.1853,0.0614,0.3099,0.2742,0.0821,0.1845,0.0837,0.0698,
1.7621_625.0781,1.7621,625.0781,0,0,0,0,0.0138,0,0,0,0,0,0,0.0119,0.0269,0,0,0,0.0468,0,0,0,0,
1.7626_278.6726,1.7626,278.6726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7628_939.2495,1.7628,939.2495,0,0,0,0.092,0,0,0,0,0,0.0543,0,0,0,0,0.043,0,0,0.0515,0,0,0,
1.7631_559.1055,1.7631,559.1055,0.0531,0.107,0.0689,0.2115,0.1668,0.2243,0.1227,0.1191,0.1111,0.4526,0.1341,0.4417,0.3002,0.3432,0.2734,0.1979,0.2,0.3294,0.1716,0.1027,0.2216,
1.7632_766.1,1.7632,766.1,0,0.0544,0,0.0207,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,
1.7632_445.1586,1.7632,445.1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7637_706.0402,1.7637,706.0402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7642_864.3257,1.7642,864.3257,0,0,0.0769,0,0,0.0284,0.0445,0,0,0.0402,0.0538,0,0,0,0,0.0529,0,0,0,0,0,
1.7642_591.1854,1.7642,591.1854,0,0,0,0,0,0.0319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7654_520.1322,1.7654,520.1322,0.0266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7656_995.1905,1.7656,995.1905,0,0,0,0,0.0591,0,0.0351,0,0,0,0,0,0,0,0.0478,0.0334,0,0.0299,0,0,0.0592,
1.7659_664.0935,1.7659,664.0935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7661_837.213,1.7661,837.213,0.1971,0.1287,0.1404,0.0193,0,0,0,0,0.0694,0,0.0835,0,0,0.0517,0,0.0127,0,0,0.0474,0,0,
1.7667_909.2735,1.7667,909.2735,0,0,0,0,0,0,0,0.044,0,0.0675,0,0,0,0,0,0,0,0,0,0,0.0598,
1.7674_597.6824,1.7674,597.6824,0,0,0,0.0244,0.0168,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,
1.7674_864.1673,1.7674,864.1673,0,0,0,0,0,0,0,0,0.0233,0,0,0,0,0,0,0,0,0,0,0.0383,0,
1.7675_851.1289,1.7675,851.1289,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0.0463,0,0.0749,0,0,0,0,
1.7683_551.1356,1.7683,551.1356,0.1187,0.1435,0,0.0957,0.1917,0.135,0.3619,0.1125,0.1358,0.3554,0.2373,0.1547,0.1983,0.1799,0.1451,0.1036,0.202,0.2623,0.1153,0.1786,0.1505,
1.7685_483.679,1.7685,483.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7692_953.1576,1.7692,953.1576,0,0,0,0,0,0,0,0,0,0,0.0465,0,0,0,0,0.069,0.0347,0,0,0,0,
1.7694_999.2028,1.7694,999.2028,0.0297,0,0.0459,0.0438,0.0445,0,0,0,0,0.094,0.0475,0,0,0,0,0,0.0545,0.0492,0,0.1099,0.0768,
1.7697_503.1054,1.7697,503.1054,0,0,0.0497,0,0.3816,0.2589,0,0.0723,0.3704,0.1992,0.8981,0.6673,0.0764,0.3473,0.0886,1.8844,2.0055,2.0676,0.1514,0.4001,0.4035,
1.7707_903.1742,1.7707,903.1742,0,0,0,0,0,0.0575,0,0,0,0,0,0.0631,0,0,0,0,0,0.0612,0,0.073,0.0702,
1.7709_772.1662,1.7709,772.1662,0,0,0.0655,0,0.075,0,0,0,0,0,0,0,0,0.0425,0.0672,0,0,0,0,0.0492,0,
1.7718_788.7752,1.7718,788.7752,0,0.0155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145,0,0,0,0,0,
1.772_902.1929,1.772,902.1929,0,0,0,0,0,0.0773,0,0.0164,0,0.0537,0,0,0.0472,0,0,0,0,0,0.0374,0.0418,0,
1.7721_979.0865,1.7721,979.0865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7726_751.0855,1.7726,751.0855,0,0,0,0,0,0,0,0,0,0,0,0.0394,0,0,0,0,0,0.0427,0,0,0,
1.7743_272.9921,1.7743,272.9921,0,0,0,0,0,0.0164,0.0455,0,0,0,0,0,0,0,0,0,0,0,0.0143,0,0,
1.7745_963.4935,1.7745,963.4935,0,0,0,0,0,0,0,0,0,0.0382,0,0,0,0,0,0,0,0,0,0,0,
1.7752_940.1334,1.7752,940.1334,0,0,0,0,0,0,0.0289,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0.0359,
1.7754_302.2045,1.7754,302.2045,0,0,1.6451,0,4.3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7758_945.2481,1.7758,945.2481,0,0,0.0658,0.3957,0.2542,0.4945,0.0833,0,0.07,0.2791,0.0874,0,0,0.0557,0,0,0,0.1156,0.0631,0,0,
1.7767_555.9764,1.7767,555.9764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438,0,0,
1.7771_531.2657,1.7771,531.2657,0,0.067,0,0,0,0,0,0,0,0.0409,0,0,0.0849,0,0,0.0692,0,0,0,0,0,
1.7774_921.521,1.7774,921.521,0,0,0,0,0,0,0,0,0,0,0,0,0.0447,0,0,0,0,0,0,0,0,
1.778_901.1976,1.778,901.1976,0,0,0.0401,0,0,0.0875,0,0,0,0.047,0.0437,0,0.0216,0.0471,0,0,0.08,0.0613,0.1403,0,0,
1.7786_891.1483,1.7786,891.1483,0,0,0.0547,0.0524,0,0.0906,0.0599,0,0,0.1028,0,0,0.0429,0,0,0.0408,0,0,0.0445,0,0.0414,
1.7793_997.1981,1.7793,997.1981,0,0.0473,0.0725,0.0955,0,0,0.0474,0.0676,0.0438,0.0734,0,0,0.0656,0,0.0409,0.0554,0.062,0.039,0,0,0,
1.7794_764.4269,1.7794,764.4269,0,0,0,0.0193,0,0.0395,0,0,0,0,0,0,0,0,0.0323,0.029,0,0,0,0,0,
1.7804_540.2364,1.7804,540.2364,0,0,0.0354,0.0176,0,0.0511,0.0458,0,0,0.0387,0,0.0623,0.0588,0.0213,0,0.0228,0,0.0365,0.0435,0.0619,0.0367,
1.7804_675.3723,1.7804,675.3723,0,0,0.0492,0,0,0,0,0,0,0,0.0251,0,0,0,0,0,0,0,0,0,0,
1.7808_772.2798,1.7808,772.2798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.781_851.5449,1.781,851.5449,0,0,0.0603,0,0,0,0,0,0,0.0545,0.0559,0,0,0,0,0.024,0.0584,0,0,0,0,
1.7811_736.0152,1.7811,736.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389,0.0356,0,0,0,
1.7818_659.1405,1.7818,659.1405,0.068,0,0.0921,0,0,0,0,0,0,0,0.0558,0,0,0,0,0,0,0,0.0577,0,0,
1.7821_793.1895,1.7821,793.1895,0.1211,0.1645,0.6215,0.4934,0.2669,0.2647,0.0562,0.304,0.2092,0.4002,0.1161,0.2501,0.3491,0.1715,0.1231,0.2547,0.1155,0,0.6735,0.3658,0.355,
1.7823_941.2016,1.7823,941.2016,0,0,0.0446,0.0647,0.0932,0.0843,0.094,0.0575,0.0343,0.0676,0,0.0975,0.098,0.0526,0,0.1027,0.0615,0.103,0.0422,0,0,
1.7824_303.0498,1.7824,303.0498,0.0791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1539,0,0,0,0,0,0,
1.7826_686.2952,1.7826,686.2952,0.0247,0.045,0.0455,0,0.0327,0.0205,0,0.0968,0,0,0,0.0196,0,0,0,0.0541,0.0794,0,0.0185,0.0172,0.0163,
1.7827_845.2189,1.7827,845.2189,0,0.0825,0.0568,0,0,0,0.0304,0.0203,0.026,0,0,0,0,0,0,0,0,0.0118,0,0,0.0492,
1.7837_556.9588,1.7837,556.9588,0,0,0,0,0,0.0154,0,0.0164,0,0,0,0,0.0274,0,0,0,0,0,0,0,0,
1.7837_476.7699,1.7837,476.7699,0,0,0.0362,0,0,0,0.0121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7839_619.2997,1.7839,619.2997,0,0,0,0,0,0.0551,0.0329,0,0,0.0417,0,0,0.0429,0,0,0,0.0453,0,0.0713,0.1059,0,
1.7861_877.1414,1.7861,877.1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384,0,0.0422,0,0,
1.7867_594.1353,1.7867,594.1353,0,0,0.0778,0.0349,0,0,0,0.1215,0,0.0692,0,0,0,0,0.1124,0.0611,0.0732,0,0.0845,0.0144,0,
1.7868_512.285,1.7868,512.285,0,0.0429,0,0.1902,0,0.1065,0.0587,0,0,0.0254,0,0,0,0,0.0518,0.0643,0.0722,0,0.0548,0.076,0,
1.7872_902.8634,1.7872,902.8634,0,0,0,0,0.0361,0,0,0,0,0.0706,0.0154,0,0,0,0,0,0,0.0212,0,0,0,
1.7872_429.1845,1.7872,429.1845,0,0,0.0374,0.0167,0,0,0,0,0,0.0488,0,0,0.0452,0,0,0,0,0,0.0352,0,0,
1.7878_807.2106,1.7878,807.2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807,0,
1.7886_715.165,1.7886,715.165,0.0896,0,0,0.1188,0.1017,0.0892,0.1103,0,0.0948,0.0996,0.064,0.1544,0.1088,0,0.1298,0.0869,0,0.0793,0.1668,0.0795,0.1134,
1.7887_258.6554,1.7887,258.6554,0,0,0,0,0,0,0,0,0,0,0,0,0.0575,0,0,0.0481,0,0,0,0.0388,0,
1.7897_527.3152,1.7897,527.3152,0.0915,0.2031,0.05,0,0.0549,0.1108,0.1574,0.0665,0,0.0997,0.1348,0.1128,0.0552,0,0.1377,0.2702,0,0.2301,0.0413,0.047,0.0878,
1.79_587.0894,1.79,587.0894,0,0,0,0,0,0,0,0,0.0706,0.0693,0,0,0.0164,0,0,0.1631,0.4338,0.0951,0.0737,0.0603,0,
1.7908_717.1164,1.7908,717.1164,0.0897,0,0.0876,0.1125,0.056,0.0397,0,0.0714,0,0.1385,0,0.1221,0,0,0.0569,0,0,0.1577,0.1439,0.0932,0.0971,
1.791_643.089,1.791,643.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541,0,0,0,
1.7916_893.207,1.7916,893.207,0.2391,0.1052,0.069,0.1902,0.1979,0.2698,0.1475,0.137,0.12,0.1262,0.1859,0.1861,0.1732,0.1886,0.3236,0.2236,0.2007,0.0543,0.0825,0.0681,0.1839,
1.7923_545.1991,1.7923,545.1991,0,0.0475,0,0,0.0455,0.1071,0.0414,0,0,0,0.059,0.046,0.0379,0.0478,0,0,0.0728,0,0.0567,0,0,
1.7931_684.1211,1.7931,684.1211,0,0,0,0,0.0379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7936_483.9843,1.7936,483.9843,0,0,0.0139,0,0,0,0,0,0,0,0,0,0,0,0,0.0126,0,0,0,0,0,
1.7951_961.1477,1.7951,961.1477,0,0,0,0,0,0,0,0.0738,0,0,0,0,0.0244,0,0,0,0,0,0,0,0,
1.7952_910.2001,1.7952,910.2001,0,0.0921,0,0,0.1245,0.0978,0,0,0.1007,0,0,0,0,0,0,0,0,0.0475,0,0,0,
1.7963_935.1968,1.7963,935.1968,0,0.0604,0.072,0.0496,0.04,0,0.0514,0,0,0,0,0,0,0,0,0.0714,0.0717,0.0389,0,0,0.0845,
1.7968_927.2582,1.7968,927.2582,0,0,0.0736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7969_882.1955,1.7969,882.1955,0.0347,0,0,0.0914,0,0,0,0,0,0.135,0,0.0893,0.1848,0,0.2144,0,0,0,0.0382,0,0.1341,
1.7972_520.0196,1.7972,520.0196,0,0,0.0378,0,0,0,0,0,0,0,0,0,0,0.049,0.0278,0,0.0559,0,0,0,0,
1.8002_649.317,1.8002,649.317,0,0,0,0.0645,0,0.0147,0,0.0118,0,0,0,0,0,0,0.013,0.0926,0,0.0704,0.0683,0,0,
1.8008_640.3225,1.8008,640.3225,0,0,0,0.0633,0,0,0,0,0,0,0,0,0,0,0,0.0362,0,0,0.0534,0,0,
1.8025_299.615,1.8025,299.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.803_823.2001,1.803,823.2001,1.2106,0.2966,0.2318,1.2643,1.1225,0.6426,3.483,2.6869,2.2487,2.2135,2.1755,2.6308,2.9448,2.9827,2.4203,1.2096,1.5573,1.7947,2.6409,2.5367,3.2815,
1.8035_692.1378,1.8035,692.1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499,0,
1.8046_763.2749,1.8046,763.2749,0,0,0,0.0717,0.0307,0,0,0,0,0,0,0,0,0,0,0,0,0.0607,0,0,0,
